208	4014	0.606329
208	2041	0.611111
208	2126	0.613514
208	4386	0.606494
2733	619	0.615625
208	1725	0.606494
208	4480	0.615152
208	2710	0.615152
833	1326	0.616667
833	4952	0.617857
3186	277	0.615625
208	2061	0.611111
3186	1902	0.617857
208	4910	0.622727
3186	5052	0.617241
3186	1100	0.625
3647	1076	0.614706
2733	3947	0.606173
3186	2296	0.622727
3186	4617	0.619231
3186	210	0.618519
3186	449	0.616667
208	3888	0.627778
833	976	0.620833
3186	535	0.619231
208	4739	0.621739
3647	4562	0.616667
208	1870	0.63125
3647	3374	0.611364
3647	540	0.626316
2733	1217	0.620833
3186	3638	0.619231
208	4805	0.625
2733	4686	0.633333
208	2204	0.616667
208	4849	0.621739
3186	2995	0.638462
208	482	0.638462
833	4164	0.609259
208	2365	0.608475
3647	1883	0.626316
2733	2115	0.629412
208	2234	0.62
833	474	0.62
3647	2654	0.613158
833	2270	0.621739
3647	1488	0.616129
3647	1849	0.633333
2733	5107	0.627778
2733	1352	0.635714
208	1320	0.621739
208	2860	0.626316
2733	2976	0.617241
2733	4075	0.607463
833	543	0.620833
208	4922	0.622727
833	2072	0.63125
2733	615	0.627778
833	3651	0.614286
3647	3971	0.641667
3186	1688	0.633333
3186	1060	0.620833
833	2912	0.627778
2733	1023	0.617241
2733	1459	0.638462
3186	338	0.7
3647	2691	0.645455
833	1990	0.625
3647	3113	0.629412
208	1079	0.645455
3186	960	0.65
3186	3788	0.62
3186	339	0.616667
208	710	0.671429
3186	4888	0.638462
3186	1221	0.638462
3647	3520	0.607937
3647	2252	0.635714
3186	1330	0.633333
3647	1980	0.63125
208	3501	0.621739
833	4441	0.638462
3186	4310	0.626316
2733	4194	0.645455
833	2126	0.613514
3647	4241	0.627778
3186	4575	0.626316
208	2484	0.85
2733	948	0.617857
208	2054	0.7
3186	5198	0.655556
2733	1141	0.625
3186	4810	0.622727
833	17	0.625
833	1766	0.633333
208	3779	0.65
3186	965	0.725
833	3029	0.607576
833	3210	0.620833
3647	2139	0.655556
