3186	3029	0.607576
3186	535	0.619231
3186	2126	0.613514
2733	378	0.607353
3186	2041	0.611111
3186	2710	0.615152
3186	1725	0.606494
2733	277	0.615625
3186	619	0.615625
3186	1100	0.625
2733	449	0.616667
208	4480	0.615152
2733	4910	0.622727
2733	4739	0.621739
3186	4386	0.606494
208	2976	0.617241
2733	3888	0.627778
2733	2270	0.621739
3186	482	0.638462
208	4896	0.65
208	4014	0.606329
208	1326	0.616667
208	540	0.626316
208	2995	0.638462
2733	2846	0.63125
2733	2061	0.611111
2733	1883	0.626316
3186	2296	0.622727
2733	4235	0.645455
3186	1333	0.641667
3186	1200	1.1
2733	3210	0.620833
3186	1870	0.63125
3186	2013	0.725
208	4550	0.62381
3186	5052	0.617241
3186	5198	0.655556
208	1129	0.607353
208	2139	0.655556
208	2042	0.629412
3186	1079	0.645455
2733	372	1.1
208	1260	1.1
208	543	0.620833
3186	2893	0.766667
2733	3738	0.671429
208	4805	0.625
2733	4416	0.626316
3186	2845	0.625
208	4609	0.635714
2733	1849	0.633333
208	929	0.645455
3186	796	0.641667
208	3651	0.614286
2733	3546	0.63125
208	4686	0.633333
3186	823	0.766667
208	3396	0.6625
208	1488	0.616129
208	3687	0.633333
3186	2115	0.629412
208	471	0.641667
2733	2392	0.655556
3186	3520	0.607937
208	303	0.6625
208	2105	0.6625
2733	3515	1.1
2733	1471	1.1
208	564	1.1
208	250	0.633333
208	948	0.617857
2733	3250	0.635714
3186	4207	0.629412
3186	4253	0.7
3186	1352	0.635714
3186	3963	0.63125
208	531	0.655556
208	3374	0.611364
208	1099	0.7
2733	4544	0.609434
208	4364	0.615152
208	2887	0.683333
208	5240	0.683333
3186	2940	0.766667
208	4743	0.62
208	1745	0.633333
3186	210	0.618519
208	4525	0.6625
208	2537	0.85
3186	4478	0.85
208	63	0.85
208	676	0.619231
208	1504	0.633333
208	3848	0.613514
3186	1320	0.621739
208	4810	0.622727
208	1777	0.633333
208	736	0.638462
208	4784	0.766667
208	1905	0.638462
