3647	4399	1.1
2875	4758	0.710119
833	2597	1.1
4456	500	0.4125
2068	591	0.492872
2849	1760	0.7875
2258	1001	0.221795
4189	418	0.461111
4713	1221	0.217747
3996	1000	0.428333
5097	2392	0.405556
2258	3561	0.238889
1616	2635	0.481944
556	1675	0.619231
1667	4594	0.419331
2810	2894	0.229167
2810	4384	0.208333
2852	5228	0.516667
3304	4724	0.275
2372	2730	0.672917
2934	1606	0.285565
5097	4062	0.377778
3510	3182	0.292982
4644	2630	0.310299
353	657	0.263194
5097	4968	0.85
2005	2172	0.3
4713	557	0.220952
3241	1116	0.364281
4644	3288	0.246013
4713	1653	0.188214
2680	1114	0.315729
833	1698	0.85
3564	1201	0.634018
3304	4968	0.65
3564	4046	0.634018
2319	3509	0.714583
2875	2741	0.217811
2733	474	0.62
2934	3942	0.685565
2005	1554	0.433333
64	3604	0.3151
4837	2507	0.614612
3445	2507	0.770833
4644	331	0.710299
4456	26	0.45
4837	4641	0.364612
4189	873	0.627778
3566	567	0.32601
4456	1627	0.516667
5021	2426	0.170837
4644	2476	0.710299
3445	4368	0.520833
3577	2673	0.2125
2852	225	0.312121
2810	4233	0.333333
468	1356	0.380795
3577	2693	0.65
833	1385	0.85
2225	1334	0.296078
3577	4472	0.275
4644	3837	0.710299
2410	1914	0.259789
257	3690	0.271135
3564	4762	0.300685
4837	1584	0.144023
3647	3273	1.1
2934	526	0.435565
2849	198	0.5375
3186	1766	0.633333
2875	3507	0.376786
2258	2670	0.433333
2852	4200	0.516667
2875	1775	0.460119
2068	376	0.492872
2008	4059	0.416014
2733	877	0.85
4644	819	0.310299
556	3907	0.181731
4226	4357	0.440278
3564	4937	0.300685
2733	1244	0.85
5021	381	0.218631
3510	2674	0.626316
4713	3470	0.304286
3174	2968	0.6625
4226	3193	0.261706
4837	3830	0.364612
2372	887	0.422917
257	2885	0.296135
4456	3134	0.85
353	259	0.457639
1419	2180	0.50625
3954	2914	0.389683
4996	2063	0.773277
2372	1828	0.339583
2005	140	0.35
353	4282	0.332639
4644	5078	0.272799
556	2794	0.619231
2410	2335	0.384789
2372	4018	0.422917
468	804	0.505795
3510	1769	0.226316
2810	2421	0.416667
3431	2202	0.325
4996	1684	0.323277
4713	2353	0.304286
2875	2616	0.335119
833	4724	0.725
2005	464	0.391667
4226	3123	0.690278
4644	1422	0.710299
2008	2914	0.416014
244	60	0.463379
2372	2747	0.228472
353	2171	0.307639
3431	2770	0.325
2875	2920	0.310119
4226	3628	0.690278
4713	864	0.679286
2372	1630	0.422917
556	4656	0.285897
5021	4490	0.281131
2934	3323	0.285565
4713	1745	0.212619
2680	4138	0.440729
2934	5115	0.435565
3241	2800	0.475392
2005	1462	0.391667
833	1810	0.615152
2008	1914	0.291014
2733	3084	0.614706
2068	1808	0.492872
5021	3762	0.322797
1667	1611	0.335998
4996	5078	0.335777
4996	3541	0.523277
2258	3675	0.433333
2319	2662	0.286012
3304	30	0.65
244	995	0.463379
556	3213	0.164685
833	3633	0.85
208	1084	0.6625
2875	4575	0.236435
556	4446	0.244231
4713	1573	0.429286
3241	2628	0.392058
3174	1746	0.2625
257	5149	0.671135
3996	2431	0.533333
3996	4791	0.908333
3577	4698	0.65
3577	4267	0.65
2849	2926	0.5375
4189	1688	0.411111
3577	3095	0.4
1419	2848	0.63125
2875	3667	0.460119
4713	2506	0.429286
2068	3527	0.367872
4713	1982	0.345952
244	3057	0.463379
4837	52	0.614612
2810	1764	0.666667
2410	3468	0.259789
3954	128	0.264683
2961	1198	0.251631
4996	4880	0.285777
2934	4776	0.352232
2225	2722	0.155728
