2041	2126	0.122454
2061	2710	0.117542
2041	1076	0.123646
2041	277	0.124565
2041	948	0.126797
2041	5052	0.126182
2041	619	0.124565
2041	1902	0.126797
2041	474	0.12894
2041	4480	0.124092
2061	2126	0.115904
2041	1326	0.125607
2041	4849	0.130679
2061	1131	0.135724
2041	3807	0.124565
2061	277	0.118016
3947	4399	0.531331
2041	449	0.125607
2061	2042	0.131802
2041	976	0.129774
2041	2204	0.125607
2041	2290	0.13275
2061	4910	0.125118
2061	4617	0.121621
2061	5137	0.602391
2041	3000	0.60894
2061	17	0.127391
2041	673	0.60894
2061	4952	0.120248
2041	2072	0.14019
2041	1861	0.60894
2061	1784	0.602391
2041	4238	0.13275
2041	1268	0.60894
2041	1000	0.12894
2041	3888	0.136718
2041	2412	0.60894
2041	4215	0.60894
2061	2845	0.127391
2041	1454	0.135256
2041	3495	0.14019
2041	2860	0.135256
2041	3123	0.60894
2061	3638	0.121621
2041	1320	0.130679
2041	2302	0.147402
2041	4474	0.60894
2041	4294	0.60894
2041	3535	0.60894
2061	1410	0.602391
2041	3651	0.123226
2041	4883	0.60894
264	588	0.520245
2041	2256	0.60894
2061	3951	0.602391
2041	3203	0.60894
2041	3039	0.60894
2061	2938	0.602391
2041	3788	0.12894
2365	3130	0.529445
1851	5012	0.509578
1489	4448	0.509578
2041	4299	0.60894
2061	4244	0.602391
2061	3971	0.144057
3520	1638	0.530023
2041	535	0.128171
2041	1255	0.164496
2041	4805	0.13394
3374	4984	0.546847
2041	4670	0.60894
2041	668	0.142274
2061	543	0.123224
2041	1854	0.17144
2061	1922	0.121621
2041	3738	0.180369
2041	1388	0.150607
2041	1870	0.14019
4075	2147	0.526017
4014	3871	0.547406
2061	3515	0.602391
2041	3225	0.60894
3864	2998	0.5145
2041	4655	0.14019
4075	29	0.526017
5112	5042	0.517986
4014	4278	0.547406
2061	1013	0.602391
5112	3658	0.517986
2061	1589	0.602391
2041	3215	0.60894
2041	1480	0.60894
2741	87	0.516197
341	2660	0.526753
2041	1217	0.129774
2061	2658	0.131802
2041	2710	0.124092
2061	4974	0.602391
2061	4741	0.152391
2061	2048	0.602391
